name,source,ra,dec,l,b,theta_D,d_mpc,R_Thales
2MRS_198.32-43.58,2MRS,198.32253,-43.58318,307.1174127325643,19.11090975245551,6.207053876870477,40.61643835616438,40.855949813846834
2MRS_156.07-32.48,2MRS,156.07065,-32.48266,270.20252519353846,20.876552281234467,32.222883290772444,40.64383561643836,48.04347911293224
2MRS_159.10-27.35,2MRS,159.09612,-27.3542,269.4266878306341,26.591810583976578,31.965857459243505,40.657534246575345,47.924649629352025
2MRS_213.00-46.09,2MRS,213.00299,-46.08872,317.2163590733393,14.53629161762239,15.527039360163792,40.68493150684932,42.226001997325355
2MRS_190.01-42.04,2MRS,190.00693,-42.04276,300.66645815419344,20.7787938531281,5.809034530831721,40.68493150684932,40.89493675355588
2MRS_195.40-30.07,2MRS,195.40094,-30.06581,305.54732416877175,32.754310252888075,7.769063913451666,40.68493150684932,41.06183920260856
2MRS_210.05-48.27,2MRS,210.04866,-48.26994,314.5810017879114,13.040520975419678,14.988315782018624,40.68493150684932,42.11783994815118
2MRS_192.55-41.22,2MRS,192.5481,-41.22098,302.6799317612461,21.65016059903643,3.969654483398296,40.6986301369863,40.796506855697544
2MRS_186.41-39.32,2MRS,186.40723,-39.31967,297.5012581686587,23.279778373200493,7.054688392154136,40.73972602739726,41.05050395160509
2MRS_140.89-42.76,2MRS,140.8934,-42.76156,267.4254124176674,5.336125071286249,41.01888162539315,40.73972602739726,53.996137560203685
N3557,CF3,167.49041666666668,-37.53916666666667,281.57850643481936,21.08905390221555,21.87512480586938,40.74,43.90095192387383
NGC4628,CF3,190.60541666666666,-6.970833333333333,298.9459977865231,55.831122019014614,31.14702711349888,40.74,47.602197782609366
UGC07893,CF3,190.82458333333332,-0.6438888888888888,298.57171517319927,62.158932073473295,37.41063090655559,40.74,51.290320970794326
,CF3,198.55666666666664,-42.961111111111116,307.35792524984106,19.714710674754517,5.717032451321308,40.74,40.9436536933962
AGC030669,CF3,217.55,-36.96416666666667,324.0045764653786,21.833408825258502,17.70853602461995,40.74,42.766437371069934
AGC540133,CF3,221.85708333333332,-13.715833333333332,341.13186182447953,40.398857166667504,33.76242377110583,40.74,49.00468258241368
LEDA,CF2,185.07250000000002,4.201611111111111,283.60866899033033,65.89794872033328,43.081663463938426,40.74,55.779113993140946
2MRS_198.11-15.80,2MRS,198.10977,-15.79786,310.3182993609575,46.7724742800869,22.181583180112145,40.75342465753425,44.010558611440885
2MRS_149.81-42.00,2MRS,149.81499,-42.00044,271.9012631877836,10.267320484703307,34.673025019708156,40.75342465753425,49.553540372432956
2MRS_201.72-48.16,2MRS,201.7243,-48.16231,309.02088737204133,14.289773688811637,11.357407779240882,40.76712328767123,41.581376573993076
2MRS_161.10-32.21,2MRS,161.10181,-32.20977,273.9027674793761,23.405205415120914,28.347304671001513,40.76712328767123,46.3217687400761
2MRS_172.44-36.39,2MRS,172.43512,-36.3913,285.07573331267895,23.631537720645042,18.191965251157068,40.78082191780822,42.92646514287177
2MRS_169.07-33.83,2MRS,169.06512,-33.82746,281.22802949492666,25.001510284892113,21.516603577775342,40.78082191780822,43.83567196424048
2MRS_197.02-23.80,2MRS,197.01802,-23.79687,307.8239302462999,38.916825387354194,14.119374628998946,40.794520547945204,42.06533184154334
2MRS_189.63-42.86,2MRS,189.62535,-42.86447,300.41070477075107,19.94394243978817,6.597662595655513,40.80821917808219,41.08027520341369
2MRS_189.43-43.62,2MRS,189.43245,-43.62113,300.3058635452729,19.180712583693943,7.263392613118759,40.821917808219176,41.1521463266796
2MRS_189.43-35.52,2MRS,189.4313,-35.51764,299.79298470710137,27.27052018581985,5.196114548382281,40.821917808219176,40.99036597605249
2MRS_177.26-37.52,2MRS,177.26474,-37.51711,289.4640022688207,23.717863515537495,14.203066788137843,40.84931506849315,42.13736071243645
2MRS_159.73-26.64,2MRS,159.72966,-26.63996,269.51405008308757,27.498860926309057,31.817840794541326,40.84931506849315,48.07336908296624
2MRS_167.69-35.35,2MRS,167.68904,-35.35056,280.76680931835,23.150649567532632,22.173010390126084,40.863013698630134,44.12621494656789
2MRS_224.76-42.58,2MRS,224.75562,-42.58172,326.60899379923256,14.348870130617088,22.9182616911037,40.89041095890411,44.394883839332216
2MRS_195.76-30.79,2MRS,195.76199,-30.79299,305.87242379966966,32.012464131365036,7.054149674194854,40.917808219178085,41.22989664870857
2MRS_197.63-43.86,2MRS,197.63022,-43.85681,306.56582069841784,18.880253150796037,6.2895001269326265,40.917808219178085,41.165581864642654
ESO263-005,CF3,151.73291666666665,-45.046388888888885,274.8916262079688,8.682795417199953,32.98199851486895,40.93,48.79347644405522
AGC028226,CF3,179.57916666666668,-39.55027777777777,291.9043274604778,22.181273465145,12.321870357446327,40.93,41.89508737819862
PGC086314,CF3,209.96416666666667,-34.31722222222223,318.6754582712816,26.454189632933243,12.399307075841785,40.93,41.90749761054057
2MRS_202.18-48.92,2MRS,202.18372,-48.91681,309.218300649363,13.49916193913701,12.167812174620563,40.93150684931507,41.872188217432516
2MRS_159.45-27.08,2MRS,159.44725,-27.08125,269.5498159231779,26.991712894172508,31.822497047066253,40.95890410958904,48.20476932328956
2MRS_162.02-31.53,2MRS,162.01817,-31.53337,274.26296253185393,24.382266447828368,27.873644339704565,40.97260273972603,46.350105814931936
2MRS_199.88-12.74,2MRS,199.87666,-12.74086,313.5159241778019,49.553195722309454,25.43228482440443,40.97260273972603,45.369172515493254
2MRS_180.34-33.88,2MRS,180.33606,-33.87656,291.1836894516523,27.849830242018328,12.688741057811006,41.013698630136986,42.040421313333354
2MRS_193.47-39.71,2MRS,193.47064,-39.71432,303.4432352607772,23.155002956669133,2.3289177472695473,41.02739726027397,41.061313373836974
2MRS_225.12-16.83,2MRS,225.12204,-16.8343,342.1162245675173,36.034866600536425,33.588102498016575,41.02739726027397,49.25044130129097
2MRS_157.90-39.95,2MRS,157.89746,-39.95465,275.82106625568275,15.442994133709778,28.92376317225899,41.04109589041096,46.88996154957145
2MRS_199.75-47.26,2MRS,199.75388,-47.25778,307.77843050993613,15.354291822481379,9.990904878695822,41.054794520547944,41.686964604088104
2MRS_201.52-48.24,2MRS,201.5235,-48.23592,308.873519965944,14.23561539874582,11.363541401349773,41.054794520547944,41.8756942239987
2MRS_186.87-8.17,2MRS,186.8679,-8.16788,292.75082572206696,54.22942755684705,30.614784776494197,41.054794520547944,47.70426071096248
2MRS_224.73-42.01,2MRS,224.73444,-42.01337,326.8801662643629,14.853257034312408,22.88965170514455,41.06849315068493,44.57882262964233
ESO505-008,CF3,180.89583333333334,-25.380277777777778,289.5049217938276,36.24064600335337,17.398399093568226,41.11,43.081013056195985
LEDA,CF2,203.81750000000002,-77.64113888888889,305.34570505503484,-14.975287141077494,39.97670841101061,41.11,53.64699875681544
2MRS_153.69-34.06,2MRS,153.68913,-34.0588,269.4556553545624,18.436552923249913,33.56724760032101,41.12328767123287,49.35362420014101
2MRS_195.45-27.13,2MRS,195.45312,-27.12508,305.7742704869325,35.68940742172535,10.710148692187,41.12328767123287,41.85236020750825
2MRS_205.76-48.17,2MRS,205.75877,-48.16941,311.7513339562782,13.816808470151843,12.861920988542115,41.15068493150685,42.209755043672175
2MRS_178.81-37.70,2MRS,178.81107,-37.6963,290.80933514404177,23.84909700088036,12.96584747663335,41.15068493150685,42.22731339429707
2MRS_154.92-25.81,2MRS,154.92206,-25.81474,265.0459879222259,25.677653789395446,35.976804469343826,41.16438356164384,50.8670188695589
2MRS_169.00-33.97,2MRS,169.00398,-33.96802,281.23810028594323,24.852348980584733,21.521201179064715,41.178082191780824,44.26409106342516
2MRS_243.47-60.87,2MRS,243.47372,-60.86718,325.2140511189369,-7.0864774517284985,37.64101194126678,41.19178082191781,52.01949894205677
2MRS_155.42-34.70,2MRS,155.42163,-34.69678,271.074168462611,18.750011011637625,32.01003066593087,41.205479452054796,48.593928133820675
2MRS_148.79-33.14,2MRS,148.78735,-33.13713,265.49686144811835,16.628845583465445,37.721575490570686,41.21917808219178,52.11066059190835
AGC510082,CF3,172.88458333333335,-14.231111111111112,275.36184834252657,44.32146789155603,30.812956583660664,41.3,48.08789018053671
ES321-010,CF3,182.92541666666668,-38.54833333333333,294.46069665907294,23.668917419919175,9.69212975888971,41.3,41.89802714292907
IC3813,CF3,192.50958333333332,-25.92027777777778,302.53813128716905,36.95040209449756,12.133987019201072,41.3,42.24378003040645
,CF3,227.70166666666665,-18.430833333333336,343.3515475725497,33.28527857744228,34.30175635048215,41.3,49.99509613932785
2MRS_213.38-45.41,2MRS,213.37546,-45.41359,317.6944325520422,15.092830737251806,15.485485204271813,41.32876712328767,42.885594749918056
2MRS_185.87-39.15,2MRS,185.8676,-39.14828,297.02778193725374,23.402635235899034,7.443593552845374,41.32876712328767,41.6800095195167
2MRS_160.76-36.36,2MRS,160.76227,-36.36238,275.9028310668286,19.681796966292843,27.377232389972292,41.342465753424655,46.556925987448956
2MRS_157.45-35.42,2MRS,157.45164,-35.4188,272.9574267953228,19.079365548903493,30.21099784154687,41.35616438356164,47.85605891016804
2MRS_172.02-36.54,2MRS,172.01672,-36.54272,284.787410215566,23.37417570645318,18.492574500488953,41.397260273972606,43.65120003912108
2MRS_158.20-34.40,2MRS,158.20293,-34.39957,272.9197730283832,20.269797921985806,29.913900410479293,41.41095890410959,47.77586032795261
2MRS_227.97-72.86,2MRS,227.97354,-72.85941,312.9423856945381,-12.777850037493614,38.56389513966298,41.43835616438356,52.99609048182196
2MRS_243.54-60.74,2MRS,243.54428,-60.74218,325.3263819202924,-7.020283252221934,37.64155232600823,41.43835616438356,52.33127001743193
2MRS_195.16-4.60,2MRS,195.16299,-4.60446,307.29088198886365,58.18928521687284,33.22922763409853,41.465753424657535,49.5714319436807
2MRS_210.39-23.14,2MRS,210.39342,-23.13871,323.2163514031346,36.95500796515028,19.60744512337746,41.465753424657535,44.018199071618696
2MRS_193.07-41.39,2MRS,193.06665,-41.39051,303.09894474830173,21.48097125554237,3.9285278297280204,41.49315068493151,41.590877183027615
ESO436-044,CF3,158.69791666666666,-28.496111111111112,269.8036059511401,25.44593994432458,31.74991487736395,41.5,48.803261315427434
,CF3,178.85208333333333,-50.301111111111105,293.8514896827779,11.580176373512653,17.07111818065441,41.5,43.412715898942025
NGC4683,CF3,191.92624999999998,-41.528055555555554,302.1818687026651,21.338257981020977,4.485205211686615,41.5,41.62748166369485
NGC4831,CF3,194.40291666666664,-27.292222222222225,304.61800375023347,35.55931537824855,10.564437485053354,41.5,42.21558217959723
,CF3,213.94,-47.64083333333333,317.3253681312761,12.860534168008684,16.809157992418932,41.5,43.35230132383657
AGC540152,CF3,223.66916666666668,-17.405555555555555,340.3023001988543,36.36924935747716,32.201103369441824,41.5,49.04377032057515
LEDA,CF2,153.19791666666666,-27.839694444444444,265.0720115985092,23.13469790711288,36.374454433345164,41.5,51.542659651893324
2MRS_167.49-37.54,2MRS,167.49054,-37.53934,281.5786780214494,21.08893567262053,21.875000181647792,41.50684931506849,44.72726080017785
2MRS_195.37-4.55,2MRS,195.36763,-4.54645,307.68494311507055,58.23268239606268,33.28740404993393,41.50684931506849,49.65361537021918
2MRS_226.40-72.43,2MRS,226.3967,-72.43284,312.7537432915796,-12.170231787255574,37.93172162597384,41.52054794520548,52.64135759307524
2MRS_220.23-32.38,2MRS,220.23143,-32.37563,328.31034266290425,25.044770912119944,21.09613022386714,41.52054794520548,44.50325168877673
2MRS_150.71-33.95,2MRS,150.70859,-33.95324,267.33028503386134,17.016180042123494,35.937754291328154,41.57534246575342,51.349449131901856
2MRS_249.09-65.53,2MRS,249.08549,-65.53014,323.5520257472565,-12.127622791171593,41.30140397104544,41.58904109589041,55.3599387608523
2MRS_197.32-5.40,2MRS,197.31689,-5.39642,311.1416592042079,57.19084922292533,32.492721912168555,41.602739726027394,49.323921702571646
2MRS_177.36-38.83,2MRS,177.35855,-38.82595,289.91047276810144,22.472935032075604,14.034167630510918,41.602739726027394,42.882734167033796
2MRS_199.99-12.49,2MRS,199.99182,-12.48867,313.7530466401277,49.782709008929025,25.698478935208254,41.63013698630137,46.19982990975475
2MRS_208.02-6.06,2MRS,208.02455,-6.0583,329.0078553738619,53.71401971448482,33.8367672967189,41.67123287671233,50.168387190400246
2MRS_153.74-43.62,2MRS,153.73892,-43.61916,275.2331464881863,10.678296426290363,31.634837236237463,41.67123287671233,48.943895340289096
2MRS_193.23-26.70,2MRS,193.23421,-26.69695,303.34664882769914,36.17359297753482,11.263292546169591,41.67123287671233,42.48958252036917
ESO437-071,CF3,163.83125,-30.46944444444444,275.18235243193044,26.072027080149994,26.867972280041197,41.69,46.735032957193724
NGC4480,CF3,187.61166666666668,4.246388888888889,289.66740053227556,66.57602086483068,42.67146366805138,41.69,56.70162755663531
IC003829,CF3,192.88541666666666,-27.782777777777778,302.9599632930039,35.08896657318104,10.241557833580726,41.69,42.365005625113724
N5011,CF3,198.21625,-43.096111111111114,307.0817218836192,19.6029229119123,5.730075470363479,41.69,41.89935859411834
,CF3,199.75375,-47.2575,307.77837174463315,15.354579873761777,9.990611866044336,41.69,42.331912970324886
IC0004595,CF3,245.18458333333334,-70.14250000000001,319.0275970528598,-14.128855682438001,41.45124067085935,41.69,55.622313423435685
LEDA,CF2,159.22041666666667,-32.34838888888889,272.5082092582416,22.456638297598825,29.783679903269046,41.69,48.035101866560105
2MRS_189.46-40.54,2MRS,189.46301,-40.53736,300.14331830198535,22.260817445046985,5.224258694225325,41.76712328767123,41.941350338866876
2MRS_217.57-34.24,2MRS,217.56537,-34.23592,325.2160659062776,24.32371282948029,18.367600585181364,41.83561643835616,44.081370417768014
2MRS_194.44-29.77,2MRS,194.43719,-29.76635,304.56651079792454,33.08536977656422,8.094218429930542,41.84931506849315,42.27041844438153
2MRS_164.91-15.53,2MRS,164.90904,-15.52632,267.1390916496685,39.451615187696326,34.810000036677415,41.87671232876713,51.00387716306432
NGC3285B,CF3,158.65374999999997,-27.652777777777775,269.24747934919003,26.125633457956148,32.171104550326085,41.88,49.476538748031736
,CF3,172.49833333333333,-20.58277777777778,278.38185871804626,38.37543834591875,26.159525329102795,41.88,46.6593117803827
2MRS_169.05-79.40,2MRS,169.04662,-79.39746,298.4678586315903,-17.36069021532893,42.83604777606346,41.89041095890411,57.12570924042868
2MRS_201.75-44.00,2MRS,201.7511,-43.9964,309.6618698044481,18.410096022718754,7.8838709061936525,41.9041095890411,42.3039617525102
2MRS_209.16-5.47,2MRS,209.15677,-5.46988,331.1534051828359,53.7914163583787,34.75822655747432,41.945205479452056,51.05524326527778
2MRS_159.83-26.84,2MRS,159.8261,-26.83997,269.7186201223444,27.37861559404413,31.644585165586673,41.97260273972603,49.303029847466526
2MRS_191.74-41.58,2MRS,191.73805,-41.58254,302.0317239835026,21.281369416299643,4.612357274656174,42.02739726027397,42.16394272810953
2MRS_157.58-34.40,2MRS,157.58145,-34.40492,272.46434625185594,19.986746711325743,30.401255141510255,42.02739726027397,48.72727114924832
2MRS_189.03-39.44,2MRS,189.03168,-39.43868,299.71298918718753,23.33735449999827,5.1015544361763485,42.04109589041096,42.20829758911818
2MRS_151.36-17.80,2MRS,151.35837,-17.79919,256.35991076229607,29.686830434380493,43.14909844990135,42.04109589041096,57.62397281801902
2MRS_145.43-60.80,2MRS,145.43185,-60.79888,281.75471524247376,-5.986005512072742,38.36031420083766,42.054794520547944,53.632870587095205
E375-026,CF3,156.76041666666666,-36.22805555555556,272.931477686839,18.09529679265762,30.53747452864251,42.07,48.84493860508408
NGC3311,CF3,159.1783333333333,-27.52777777777778,269.6018350598318,26.487403964848614,31.819378296278675,42.07,49.51075209551528
UGC08067,CF3,194.30041666666665,-1.7066666666666666,305.91618327663286,61.131681538362756,36.137116879666095,42.07,52.09210240944767
AGC530010,CF3,196.05958333333334,-10.339444444444444,308.09634021786815,52.4039027086645,27.504219471397747,42.07,47.4307769617154
,CF3,215.06,-29.747500000000002,325.0261554832858,29.28627824357876,18.303110415529233,42.07,44.311803694652205
AGC031435,CF3,244.5554166666667,-31.442777777777778,346.43667189540105,13.46081323438835,40.609792074641376,42.07,55.41650741345454
LEDA,CF2,192.64333333333335,-41.471000000000004,302.757970036141,21.400457985287836,4.147413782479469,42.07,42.18045900666304
2MRS_152.69-34.84,2MRS,152.69226,-34.84468,269.2556142230457,17.31536961238913,34.10249866241061,42.082191780821915,50.82170057118314
2MRS_212.64-52.32,2MRS,212.63997,-52.31725,315.01165130310426,8.688953050578863,18.895874697422858,42.10958904109589,44.50819445962388
2MRS_187.28-40.67,2MRS,187.28001,-40.67339,298.37028221754343,22.000602217371835,6.777978181644104,42.10958904109589,42.40596672960661
2MRS_194.36-3.49,2MRS,194.36029,-3.49091,305.8710773132449,59.34657634836628,34.351998904787514,42.16438356164384,51.072034582905644
2MRS_196.37-43.59,2MRS,196.37244,-43.59113,305.6255652140814,19.20711473747517,5.821770797452379,42.178082191780824,42.396754542766494
2MRS_188.68-40.30,2MRS,188.67868,-40.30057,299.4826684399069,22.459153168783217,5.65308551431955,42.205479452054796,42.411746410149625
2MRS_194.90-29.26,2MRS,194.90411,-29.2583,305.0730569232248,33.57944667960026,8.579682420417969,42.205479452054796,42.68313163513565
,CF3,192.885,-13.33,302.9701888894707,49.54174241495602,24.59259583807071,42.27,46.486824694557185
ES383-044,CF3,204.36583333333334,-33.00666666666667,313.9453863728441,28.878879964837374,8.864063507208522,42.27,42.78094534993983
LEDA,CF2,140.2525,-33.19155555555555,260.16998900190885,11.692952850931002,44.35131009744997,42.27,59.11334225117553
2MRS_229.06-11.49,2MRS,229.05565,-11.49423,350.0224942149087,37.80330190913412,40.075267802889265,42.32876712328767,55.31730517677922
2MRS_198.58-46.12,2MRS,198.58429,-46.12486,307.0681925085642,16.562900011029075,8.655280141520745,42.342465753424655,42.830231588309026
2MRS_175.74-8.33,2MRS,175.74007,-8.33221,275.459231949449,50.85037784484604,34.35537563745185,42.342465753424655,51.289804537943965
2MRS_228.72-63.81,2MRS,228.7193,-63.80566,317.98155847109615,-5.207555716937826,32.73919339526961,42.35616438356164,50.355603626263424
2MRS_159.09-26.77,2MRS,159.0894,-26.77302,269.0600509395923,27.072197805972085,32.25103041707308,42.38356164383562,50.11546445768627
2MRS_212.67-52.18,2MRS,212.67151,-52.18419,315.0713136928959,8.80978584524963,18.81929905966224,42.397260273972606,44.79180050172124
NGC3250C,CF3,156.92666666666668,-40.0025,275.1962096661779,15.004637282671869,29.653427282696224,42.46,48.858850138563845
IC2597,CF3,159.44750000000002,-27.08111111111111,269.54993882514304,26.991951312485547,31.822369109129536,42.46,49.97134844710401
ES377-031,CF3,169.00375,-33.967777777777776,281.237801424469,24.852495664495553,21.52145719508662,42.46,45.64216005680218
,CF3,253.07625000000004,-69.125,321.6586435212686,-15.576713336591737,43.70600229360969,42.46,58.73607341087869
LEDA,CF2,159.44750000000002,-27.08125,269.5500245500722,26.99183531613553,31.82230208754022,42.46,49.971312172636736
LEDA,CF2,182.92541666666668,-38.54844444444444,294.4607169962129,23.668807881175756,9.692130526694193,42.46,43.07482412979177
2MRS_192.94-26.09,2MRS,192.9411,-26.09018,303.0234431826758,36.781511982458284,11.902096458191071,42.465753424657535,43.39876439019768
2MRS_193.42-26.65,2MRS,193.4169,-26.6541,303.5493985612027,36.21497675702581,11.283802786377953,42.465753424657535,43.30279593749484
2MRS_158.10-35.00,2MRS,158.10379,-34.99836,273.19033221145867,19.721572731272033,29.81677184726652,42.49315068493151,48.97668751655058
2MRS_178.30-39.13,2MRS,178.29883,-39.13025,290.7583258798987,22.360782172572698,13.299755796764376,42.50684931506849,43.67830794280058
2MRS_197.66-41.56,2MRS,197.66054,-41.55994,306.78270510098764,21.168176249173058,4.167826164391396,42.52054794520548,42.63329398853239
2MRS_197.75-46.22,2MRS,197.74525,-46.22388,306.45548441971334,16.514122092391254,8.59404523911725,42.52054794520548,43.00339362052443
2MRS_197.52-46.44,2MRS,197.51846,-46.43734,306.27554354303174,16.31338719077028,8.768003029972027,42.54794520547945,43.051054349343
2MRS_192.31-42.76,2MRS,192.31218,-42.7617,302.5040208927178,20.108231136184862,5.40719679955339,42.56164383561644,42.75188390444608
2MRS_181.60-44.45,2MRS,181.59505,-44.44848,294.5155833822816,17.685693236239953,12.191696531943215,42.57534246575342,43.5577211010844
2MRS_198.60-46.11,2MRS,198.5988,-46.11149,307.07993461061625,16.575279618847844,8.645652882343004,42.602739726027394,43.092402206143966
2MRS_191.84-41.24,2MRS,191.84074,-41.23751,302.10784173079185,21.627719668844332,4.292235604591002,42.61643835616438,42.736301499636916
2MRS_169.47-40.59,2MRS,169.47244,-40.59363,284.35653545773874,18.879659214127443,20.075857040301173,42.657534246575345,45.417125188079524
E437-056,CF3,161.10166666666666,-32.209722222222226,273.90262726887534,23.405184598684816,28.34743501356684,42.66,48.47261519621769
,CF3,206.91708333333332,-30.939444444444444,316.9098709204719,30.401480973561355,11.837756606640292,42.66,43.586989880581235
2MRS_207.74-49.06,2MRS,207.73724,-49.05541,312.862631823494,12.66545134969005,14.395204795572788,42.71232876712329,44.096792952313315
2MRS_219.03-54.41,2MRS,219.02812,-54.4144,317.87004339874886,5.393092651823702,23.16885615636805,42.71232876712329,46.45930237319728
2MRS_234.19-71.43,2MRS,234.18887,-71.42636,315.3826352405857,-12.671452095121591,39.008753322553794,42.71232876712329,54.967298498814735
2MRS_194.63-15.53,2MRS,194.62756,-15.53317,305.44446824863275,47.3040747691089,22.306866272611884,42.726027397260275,46.182100041330294
2MRS_176.82-37.55,2MRS,176.81836,-37.54952,289.10072315726427,23.592860718206293,14.550750749144541,42.76712328767123,44.18431385337225
2MRS_190.18-40.76,2MRS,190.17964,-40.76337,300.7420640085067,22.0627973574568,4.884758381255262,42.78082191780822,42.93676898226163
2MRS_166.78-37.17,2MRS,166.78145,-37.17264,280.86580869237184,21.189272766923388,22.493200616447275,42.80821917808219,46.33300535567239
2MRS_199.76-47.03,2MRS,199.75798,-47.03421,307.8070268160643,15.576174040325789,9.783574933005088,42.84931506849315,43.481684326390415
PGC043593,CF3,192.95,-40.993611111111115,303.00554551874177,21.878087127666006,3.61848727940287,42.85,42.93559570625166
,CF3,194.36624999999998,-19.691388888888888,304.8768321745784,43.15759960188178,18.15788045731479,42.85,45.0957028721787
,CF3,204.18875,-16.948333333333334,318.22728191276906,44.5733606760415,22.318777691520754,42.85,46.320052435297185
LEDA,CF2,198.21625,-43.096138888888895,307.0817192829201,19.602895242387252,5.730100784586839,42.85,43.0651857844512
2MRS_160.69-36.35,2MRS,160.69394,-36.35268,275.8471339430214,19.662519981665138,27.4329995726049,42.87671232876713,48.30905681700663
2MRS_245.58-61.36,2MRS,245.58493,-61.35854,325.59527413272815,-8.153572255670419,38.751342507984404,42.89041095890411,54.9968854258549
2MRS_192.93-38.83,2MRS,192.93234,-38.8292,302.99407132308266,24.04251483009917,2.0608857177758453,43.013698630136986,43.04153890540907
2MRS_193.91-39.54,2MRS,193.91144,-39.54058,303.815343149566,23.3239521748779,1.994311577713346,43.02739726027397,43.05347531104304
N4616,CF3,190.56874999999997,-40.64194444444444,301.0547708729801,22.196406354417103,4.574459239726695,43.05,43.18757272926994
ESO323-005,CF3,192.55083333333334,-41.514722222222225,302.6837705898582,21.356432928446324,4.219825711863811,43.05,43.16702254551624
ESO323-008,CF3,192.64333333333335,-41.471111111111114,302.7579704664867,21.400346874899157,4.147510428873324,43.05,43.163037374522474
PGC089827,CF3,210.73166666666665,-34.25555555555555,319.37162109776176,26.3237141368627,13.014686657602057,43.05,44.18500809749401
2MRS_157.07-31.52,2MRS,157.07494,-31.51803,270.37010763231746,22.153864922640548,31.78196503111458,43.16438356164384,50.77813176236388
2MRS_198.10-4.34,2MRS,198.09537,-4.33648,312.8562157028359,58.13113670620396,33.59902803673748,43.178082191780824,51.83874950043461
2MRS_163.07-32.67,2MRS,163.06697,-32.67105,275.7236766172835,23.829231050169323,26.632760350958332,43.178082191780824,48.30313825009772
2MRS_150.68-42.09,2MRS,150.68001,-42.08975,272.4731237836905,10.59029955754959,34.0244839744139,43.19178082191781,52.113727013307546
2MRS_206.71-50.43,2MRS,206.70694,-50.4295,311.88209946962087,11.477197948380947,15.010714203970394,43.205479452054796,44.731845855842394
2MRS_198.30-43.25,2MRS,198.30055,-43.24648,307.13252104069534,19.44768628142483,5.8924211620928855,43.23287671232877,43.46251502343312
N3250,CF3,156.63458333333335,-39.943888888888885,274.96865850130513,14.932436960916297,29.883433534004944,43.25,49.88230974684655
ES574-032,CF3,191.97791666666666,-21.928333333333335,301.8493746316911,40.93600461761784,16.15055435472112,43.25,45.02703261879032
ESO507-027,CF3,192.90708333333333,-26.11722222222222,302.9852680418272,36.75450805412125,11.880095247453413,43.25,44.196667780834844
ESO323-023,CF3,193.10833333333332,-40.70722222222223,303.13561527471467,22.164134085987847,3.310704750511948,43.25,43.322303003595096
AGC029737,CF3,202.57375,-27.928333333333335,313.31127181179636,34.159063767634834,11.6572731247875,43.25,44.16087267820983
LEDA,CF2,156.76041666666666,-36.22811111111111,272.93150992869033,18.095250455112577,30.537460385547796,43.25,50.21495809466127
LEDA,CF2,194.30041666666665,-1.70675,305.91617527558344,61.13159829460943,36.13703356612501,43.25,53.55315039272782
2MRS_158.70-28.50,2MRS,158.69778,-28.49632,269.8036231944422,25.445699489812483,31.74992839519855,43.273972602739725,50.88942894994643
2MRS_157.72-36.74,2MRS,157.71584,-36.73697,273.90083925234586,18.08762169418943,29.667893885439277,43.3013698630137,49.83418202112779
2MRS_182.93-38.55,2MRS,182.92538,-38.54849,294.46069446745344,23.66875816305878,9.692159517476815,43.31506849315068,43.942277879189085
2MRS_193.99-28.65,2MRS,193.98877,-28.64602,304.130412596986,34.215218083899806,9.246048690301578,43.35616438356164,43.926886674295325
2MRS_192.62-26.84,2MRS,192.61938,-26.84262,302.66702166955395,36.02863602678939,11.209135205841953,43.38356164383562,44.22723262598816
2MRS_157.95-36.03,2MRS,157.95074,-36.03176,273.6685532974483,18.783697648627783,29.657883831366174,43.397260273972606,49.93956993940192
2MRS_192.69-42.55,2MRS,192.68573,-42.54778,302.79541812285197,20.323785797642937,5.099224439496766,43.42465753424658,43.597203555701654
2MRS_196.91-23.58,2MRS,196.90718,-23.57895,307.7167033863672,39.14233246100887,14.326415622733498,43.42465753424658,44.81843225080871
2MRS_175.23-44.48,2MRS,175.23224,-44.48125,289.90236287933163,16.599318208975436,16.404543416890647,43.43835616438356,45.28170261839123
ESO377-004,CF3,166.1925,-37.651666666666664,280.6290883171947,20.557313732331284,22.871365690166968,43.45,47.15753685263345
NGC5468,CF3,211.64583333333334,-5.452777777777778,334.86830944930637,52.696084856592705,35.66220377181428,43.45,53.47900997604276
NGC5612,CF3,218.505,-78.38722222222223,308.14702432106026,-16.567634155426905,41.68063278572055,43.45,58.176666791511956
LEDA,CF2,187.61166666666668,4.246416666666667,289.66738622402784,66.57604805401591,42.67149111213376,43.45,59.09538990633682
2MRS_158.83-36.88,2MRS,158.82787,-36.87852,274.77402103251717,18.441446234296667,28.76896594826654,43.534246575342465,49.6644548098247
2MRS_183.86-38.14,2MRS,183.8614,-38.14416,295.182618640659,24.185410258629066,8.961917238341432,43.56164383561644,44.10001239259156
2MRS_160.49-36.94,2MRS,160.49231,-36.93546,276.0101033643147,19.077569223376845,27.458673376495916,43.61643835616438,49.153941775911676
NGC004428,CF3,186.86791666666667,-8.167777777777777,292.75082579411617,54.229531101773716,30.614880641014715,43.65,50.71985053133962
PGC043433,CF3,192.54791666666668,-41.22083333333334,302.67978257652413,21.650306545904574,3.969604208879079,43.65,43.754971846124946
PG0044940,CF3,195.48083333333335,-6.926111111111111,307.5710680162239,55.85116215098803,30.908334780832988,43.65,50.87470742755247
