RAJ2000,DEJ2000,z
264.321893,37.464,1.258
265.496005,37.735,1.762
265.144641,38.412,1.814
263.189095,37.456,1.938
263.956066,39.021,1.752
262.372977,38.68,0.926
263.458499,39.73,1.123
266.997722,40.737,1.711
266.585413,41.12,1.53
266.765876,41.313,1.028
266.099075,40.722,1.34
266.810745,42.011,1.869
260.653637,40.668,0.829
262.415591,41.08,1.536
262.684908,41.291,1.885
263.223345,41.918,1.342
263.169045,42.306,1.258
260.975781,42.632,0.968
262.450502,43.309,1.596
266.514708,43.161,0.803
264.834728,42.949,1.441
268.446126,44.161,1.949
268.984553,45.804,1.015
265.390086,45.397,1.503
266.698528,45.901,1.612
266.608711,45.944,2.088
267.6146,46.659,1.681
269.591763,47.757,0.854
254.668981,37.813,0.973
253.889674,38.889,1.14
251.025306,38.401,1.235
256.070068,38.959,1.683
256.694501,39.968,1.752
255.225618,39.613,1.245
254.81219,40.305,1.918
255.25137,41.764,1.06
254.67818,41.691,1.916
254.950199,43.003,1.429
256.318285,42.835,1.163
257.330401,42.997,2.121
257.684124,44.187,1.316
249.051137,40.355,0.811
252.37185,41.46,1.655
249.282161,41.12,0.954
248.632222,40.934,1.563
248.602977,41.656,1.066
248.723645,41.978,2.175
251.007273,42.801,0.92
252.313509,43.844,0.986
252.215807,43.931,1.772
251.768907,44.025,1.437
251.080218,43.903,1.318
256.449803,44.28,1.723
257.026012,44.668,1.9
257.049762,45.275,1.074
257.281423,46.249,0.857
253.853788,45.122,1.676
253.080765,45.195,2.181
254.194487,45.495,2.092
255.27992,45.177,1.959
260.399815,42.931,1.794
260.163243,43.702,1.866
261.950104,44.217,1.991
261.677581,44.545,1.448
262.208236,45.426,1.374
263.721523,45.738,1.149
261.805854,45.997,1.104
263.76492,46.632,1.549
268.676876,48.888,1.358
268.619197,50.558,1.02
259.267983,46.038,1.927
261.504564,47.617,1.422
262.422259,47.821,1.244
262.815537,48.609,1.349
257.807934,46.947,1.586
257.610436,47.434,1.444
261.383809,50.269,1.225
265.451111,49.578,1.466
266.299822,50.805,2.009
263.575039,50.688,1.751
267.007312,51.709,2.086
269.209691,52.539,1.468
268.75854,53.209,1.031
236.619536,31.162,1.435
236.723167,31.283,1.139
236.678218,32.387,0.839
237.31607,33.304,1.835
235.41649,32.619,1.331
234.419632,33.403,2.06
238.273561,34.372,1.236
239.304693,34.725,0.878
238.682279,35.201,1.054
240.616062,35.495,1.229
240.408521,35.541,1.488
237.11634,36.564,1.99
239.469419,37.301,2.086
233.492468,32.901,1.143
232.950491,33.295,1.529
235.579958,35.61,1.851
232.211999,34.584,0.945
232.791523,35.94,2.042
232.544743,36.193,1.894
231.641563,36.266,1.286
231.903907,36.339,0.876
233.56202,35.867,1.546
232.591206,37.102,0.882
236.14326,35.893,1.397
236.869161,38.009,1.762
238.805566,38.708,2.017
235.596878,39.161,1.072
234.949332,39.306,1.353
236.204913,39.548,2.15
241.450788,37.468,1.359
244.129243,39.247,1.785
242.489019,38.344,1.587
242.532014,38.404,1.545
242.821878,39.224,1.428
240.251366,38.223,1.341
240.75975,38.804,1.461
240.0242,38.404,1.78
242.111513,40.89,1.346
241.650241,41.338,1.432
245.128235,39.195,1.072
244.452614,40.62,0.979
246.27386,40.642,1.897
245.768485,42.581,1.172
242.687052,41.019,1.151
244.128597,41.572,1.655
244.84305,43.957,1.817
239.015615,39.213,1.858
238.54424,40.097,0.875
239.07078,40.246,2.126
240.854078,40.703,1.314
241.466245,41.888,0.884
239.93967,41.415,1.261
240.773205,42.702,1.761
237.195563,41.781,1.525
239.287018,42.647,1.829
240.954331,43.411,1.006
239.20038,43.227,1.193
239.516104,44.52,1.351
242.329384,42.548,1.461
241.119593,43.45,2.154
243.327295,44.723,2.069
245.397595,45.938,1.29
241.28627,44.007,2.189
241.824421,44.439,1.319
243.615595,45.569,1.687
244.231935,46.695,1.956
243.358102,46.614,1.055
243.388152,47.379,0.864
230.503304,36.739,2.133
231.367822,36.846,1.448
231.841673,38.051,0.87
232.567288,38.983,1.886
231.900115,39.23,0.917
228.269967,38.364,1.167
228.653938,38.604,1.469
230.290315,39.11,2.036
231.380471,40.153,1.511
229.653349,39.882,1.225
229.664236,40.535,1.204
234.657966,40.233,1.111
233.786973,40.196,1.52
232.678736,39.631,2.185
233.068415,39.937,1.277
232.232104,40.327,1.379
233.82304,41.095,1.281
235.291578,40.918,1.874
234.325437,41.116,1.031
232.706265,41.125,1.664
233.053842,42.109,2.156
233.611538,42.931,1.36
234.334447,43.662,1.49
233.889776,44.092,1.626
229.464143,40.635,1.842
228.610127,41.028,2.165
226.39721,41.832,2.014
229.261602,43.401,1.604
228.343745,43.458,1.048
228.095154,43.569,1.432
228.297997,44.468,1.298
231.379124,42.769,0.856
232.280636,43.971,1.778
233.214748,44.334,0.848
233.669675,45.032,2.104
229.528345,46.052,1.179
231.53243,45.905,0.951
236.005143,42.921,1.784
237.994137,44.232,1.356
239.363025,45.637,2.025
237.065643,44.956,1.937
239.343112,45.945,0.937
234.732599,44.167,1.449
235.624527,44.527,1.86
236.435196,46.45,1.256
239.761717,45.874,1.498
239.500711,46.956,1.73
242.442041,46.871,1.638
243.847185,48.04,1.373
243.953329,48.085,2.001
242.031468,47.743,1.175
239.341285,47.55,1.077
240.073782,48.044,0.828
240.418934,48.615,1.673
235.399983,47.098,1.545
236.39312,47.596,1.32
233.738721,47.54,1.118
233.606687,48.064,1.937
231.613112,48.237,1.446
232.422356,48.618,2.093
235.836736,49.431,1.743
235.620839,49.499,0.989
236.227041,49.642,2.134
239.317764,50.498,0.809
241.00935,51.115,1.688
239.988378,50.97,1.039
236.465891,50.682,1.286
238.642965,51.488,1.566
236.225146,50.822,1.412
235.755773,51.164,1.49
248.168171,43.158,1.833
249.465273,44.888,1.299
251.170913,45.775,1.924
247.077361,45.68,1.376
250.514906,47.756,1.664
251.942119,46.234,0.971
252.42033,46.667,1.358
253.136324,47.108,0.887
256.830679,48.434,1.347
254.51651,47.706,1.941
255.323808,48.209,1.645
253.141292,48.072,1.496
251.121908,48.075,1.128
255.421968,49.902,1.189
247.695724,46.727,1.538
246.932618,48.589,2.14
244.54587,47.801,1.505
245.814489,48.58,1.638
247.949605,48.785,0.88
248.04237,49.963,1.559
246.902712,49.609,1.215
251.370597,50.504,1.222
254.477007,50.784,1.232
255.278217,51.702,1.67
254.469555,51.819,1.872
249.859816,51.087,1.07
252.71179,51.602,1.457
258.847514,50.833,1.117
259.854278,50.457,2.057
259.895703,51.384,1.482
259.104274,51.414,1.738
257.905009,51.53,1.244
258.348884,52.356,2.063
258.578564,52.415,2.057
259.946012,52.162,0.862
264.126273,51.97,2.155
266.444955,53.007,1.05
268.378965,53.672,1.2
269.390199,54.176,0.912
263.133709,52.973,0.941
268.83688,56.895,0.986
269.302366,57.034,1.659
257.280829,52.543,0.97
257.869976,52.782,1.351
257.139407,52.994,0.953
261.144371,54.605,1.551
256.354254,53.438,1.182
261.751387,56.207,1.317
264.914519,56.069,2.034
262.628435,55.903,0.995
266.55232,56.449,2.042
266.735213,57.573,1.738
264.323325,56.861,1.54
268.667114,58.826,1.427
266.394918,59.04,1.974
244.319239,48.56,1.024
243.84909,49.889,1.437
244.75603,50.918,1.257
243.758592,51.921,1.831
246.099946,53.311,0.946
